"customer_id","last_purchase_date","frequency","monetary_value"
13427,"2010-08-19","3","423.93"
13428,"2010-07-13","2","281.51"
13431,"2010-10-29","7","2020.14"
13432,"2010-05-17","2","439.10"
13433,"2010-09-28","5","656.87"
13434,"2010-11-19","3","1132.62"
13435,"2010-11-28","2","665.34"
13438,"2010-06-10","1","46.50"
13439,"2010-11-16","2","702.90"
13440,"2010-10-12","10","1213.95"
13441,"2010-10-04","1","424.26"
13442,"2010-02-10","3","419.87"
13443,"2010-09-17","7","1247.71"
13444,"2010-11-30","2","631.68"
13445,"2010-03-23","1","241.90"
13446,"2010-10-15","18","3608.86"
13448,"2010-12-01","11","4982.08"
13450,"2010-11-30","8","2073.82"
13451,"2010-11-23","7","4203.52"
13452,"2010-08-24","1","139.80"
13453,"2010-11-11","3","402.01"
13454,"2010-03-08","1","219.87"
13455,"2010-12-08","8","1766.47"
13457,"2010-01-20","4","143.27"
13458,"2010-11-25","2","2312.70"
13459,"2010-03-25","2","1160.41"
13461,"2010-11-04","5","2693.50"
13462,"2010-10-25","4","1002.35"
13463,"2010-10-15","1","-158.65"
13464,"2010-11-10","6","2409.21"
13465,"2010-09-19","2","931.12"
13466,"2010-11-08","5","654.30"
13468,"2010-12-06","49","7434.86"
13469,"2010-02-24","1","82.40"
13472,"2010-09-02","2","592.24"
13473,"2010-05-14","7","1993.44"
13474,"2010-09-22","2","434.20"
13476,"2010-10-29","3","823.00"
13477,"2010-09-10","5","1379.59"
13478,"2010-08-27","7","2068.03"
13479,"2010-09-16","4","517.50"
13480,"2010-10-19","2","627.82"
13481,"2010-12-06","7","2022.03"
13482,"2010-03-22","1","151.45"
13484,"2010-11-21","3","453.52"
13485,"2010-11-28","14","2503.68"
13487,"2010-07-22","2","271.47"
13488,"2010-12-07","13","6603.12"
13490,"2010-02-23","1","154.25"
13491,"2010-12-02","18","3350.74"
13495,"2010-12-08","9","3256.49"
13497,"2010-12-06","6","945.28"
13498,"2009-12-09","1","327.38"
13500,"2010-11-03","1","299.53"
13501,"2010-08-10","3","1529.79"
13502,"2010-10-25","3","482.60"
13503,"2010-08-17","11","1576.69"
13506,"2010-12-05","6","1156.83"
13508,"2010-03-07","1","176.08"
13509,"2010-07-20","1","135.00"
13510,"2010-11-29","12","2703.23"
13511,"2010-08-13","2","244.61"
13512,"2010-11-17","3","462.18"
13513,"2010-09-24","3","591.89"
13514,"2010-10-07","3","663.70"
13515,"2010-09-16","2","374.70"
13516,"2010-10-18","1","295.85"
13519,"2010-09-23","1","220.46"
13520,"2010-12-03","8","3192.90"
13523,"2010-12-08","2","1136.64"
13526,"2009-12-01","4","942.60"
13527,"2010-10-17","6","2386.28"
13528,"2010-01-26","1","-40.00"
13530,"2010-03-15","1","402.98"
13531,"2010-12-08","5","1254.72"
13534,"2010-11-30","17","1711.42"
13535,"2010-11-02","1","89.50"
13537,"2010-10-10","2","717.85"
13538,"2010-11-08","5","1831.88"
13539,"2010-10-15","5","925.42"
13540,"2010-08-29","3","632.39"
13541,"2010-10-12","3","717.90"
13542,"2010-11-28","18","3970.77"
13543,"2010-03-15","2","1439.61"
13544,"2010-10-24","5","529.09"
13545,"2010-11-14","3","347.35"
13546,"2010-11-22","2","465.15"
13547,"2010-10-27","1","175.53"
13548,"2010-08-25","1","226.58"
13549,"2010-11-17","1","87.60"
13550,"2010-11-21","1","349.51"
13551,"2010-02-11","1","152.40"
13552,"2010-10-26","16","3079.10"
13553,"2010-02-03","1","517.80"
13554,"2010-11-24","10","1556.39"
13555,"2010-11-26","12","4757.06"
13556,"2010-10-06","2","200.82"
13557,"2010-11-10","14","2396.02"
13559,"2010-07-15","2","990.00"
13561,"2010-11-07","10","1678.86"
13562,"2010-11-03","5","3038.85"
13564,"2010-12-06","50","15138.98"
13565,"2010-10-24","1","174.58"
13566,"2010-10-01","3","833.41"
13567,"2010-10-07","5","1078.59"
13569,"2010-12-07","3","520.03"
13571,"2010-11-22","14","2454.22"
13573,"2010-11-25","4","622.07"
13574,"2010-10-24","1","421.25"
13576,"2010-12-01","13","4812.85"
13577,"2010-11-22","9","1688.32"
13578,"2010-10-26","1","147.66"
13579,"2010-12-05","5","1068.80"
13580,"2010-10-29","1","107.75"
13581,"2010-10-21","1","162.53"
13582,"2010-11-15","2","241.68"
13583,"2010-01-29","1","664.00"
13584,"2010-07-29","4","204.75"
13585,"2010-06-27","4","674.46"
13586,"2010-06-16","1","131.53"
13587,"2010-09-16","3","961.10"
13589,"2010-09-16","4","741.09"
13590,"2010-11-29","14","4322.17"
13591,"2010-09-30","5","964.06"
13593,"2010-11-17","10","3484.93"
13594,"2010-08-11","2","111.45"
13595,"2010-07-11","3","818.22"
13597,"2010-11-16","3","372.21"
13598,"2010-08-01","4","609.42"
13599,"2010-12-08","21","4759.74"
13600,"2010-03-15","1","298.90"
13601,"2010-11-12","2","491.82"
13602,"2010-11-23","3","596.28"
13604,"2010-02-25","2","713.39"
13605,"2010-11-17","2","522.67"
13607,"2010-11-12","2","382.60"
13608,"2010-06-17","1","236.20"
13609,"2010-04-25","1","167.35"
13610,"2010-11-17","8","1028.70"
13611,"2010-11-30","10","2122.83"
13612,"2010-07-09","2","777.79"
13613,"2010-09-13","5","1039.85"
13614,"2010-11-11","2","748.73"
13615,"2010-11-10","10","5812.24"
13616,"2010-05-20","2","288.10"
13617,"2010-10-27","6","719.62"
13619,"2010-06-13","2","231.69"
13620,"2010-06-29","1","112.34"
13622,"2010-01-20","2","651.45"
13623,"2010-11-24","8","1773.92"
13624,"2010-11-23","2","427.18"
13625,"2010-04-22","1","301.26"
13626,"2010-11-30","2","432.26"
13627,"2010-08-08","3","593.53"
13628,"2010-02-01","1","310.14"
13629,"2010-10-22","8","5578.50"
13632,"2010-11-10","4","1517.68"
13633,"2010-04-15","1","-306.66"
13634,"2010-11-30","12","2944.39"
13635,"2010-09-28","5","1877.19"
13639,"2010-09-29","1","312.93"
13640,"2010-04-07","1","405.00"
13641,"2010-03-09","7","921.82"
13642,"2010-10-03","4","147.17"
13643,"2010-11-24","12","1592.73"
13646,"2010-11-05","3","323.30"
13647,"2010-08-02","4","1393.56"
13648,"2010-11-04","11","1679.01"
13649,"2010-12-08","5","1332.28"
13650,"2010-11-30","9","1289.16"
13651,"2010-11-23","2","114.75"
13652,"2010-12-06","3","1475.77"
13653,"2010-08-09","1","152.20"
13654,"2010-11-24","5","3600.67"
13655,"2010-11-30","6","1326.33"
13656,"2010-09-07","5","673.70"
13658,"2010-11-21","6","3350.60"
13659,"2010-10-19","14","3165.78"
13660,"2010-11-09","2","303.69"
13661,"2010-04-15","1","325.24"
13662,"2010-11-19","10","1304.05"
13663,"2010-11-24","5","1824.14"
13664,"2010-01-26","1","-13.14"
13665,"2010-11-18","3","1711.66"
13666,"2010-10-15","2","43.25"
13668,"2010-11-22","18","6533.07"
13669,"2010-10-28","1","195.00"
13671,"2010-11-10","1","194.95"
13672,"2009-12-09","1","233.53"
13674,"2010-10-06","2","215.88"
13676,"2010-06-18","3","153.15"
13677,"2010-10-31","2","556.19"
13679,"2010-08-03","3","281.26"
13680,"2010-08-25","8","7713.25"
13683,"2010-09-08","1","258.60"
13684,"2010-11-14","4","482.29"
13686,"2010-11-24","2","337.04"
13687,"2010-09-27","1","11880.84"
13688,"2010-03-14","1","375.50"
13689,"2010-09-21","1","349.50"
13691,"2010-11-08","1","212.78"
13692,"2010-11-04","3","1549.58"
13693,"2010-11-30","11","1980.32"
13694,"2010-12-01","105","128172.42"
13695,"2010-05-11","1","266.60"
13696,"2010-10-14","4","2008.70"
13698,"2010-04-22","2","465.53"
13699,"2010-06-10","2","402.82"
13700,"2010-10-18","4","321.09"
13701,"2010-09-28","2","159.55"
13702,"2010-09-20","1","135.18"
13703,"2010-10-22","2","0.00"
13705,"2010-12-01","5","1323.47"
13706,"2010-03-23","1","300.38"
13707,"2010-10-06","3","2559.45"
13709,"2010-09-19","5","1263.70"
13710,"2010-10-12","2","329.04"
13711,"2010-10-29","13","1380.55"
13712,"2010-04-08","1","537.58"
13713,"2010-10-27","3","743.26"
13714,"2010-08-31","1","161.35"
13715,"2010-12-02","14","7384.40"
13717,"2010-09-13","4","315.79"
13719,"2010-11-11","6","1773.57"
13721,"2010-11-09","1","217.40"
13722,"2010-10-15","7","3260.00"
13723,"2010-11-12","5","1009.35"
13724,"2010-03-12","1","213.01"
13727,"2010-04-07","7","733.82"
13728,"2010-11-17","10","1839.03"
13729,"2010-09-30","5","676.43"
13733,"2010-10-25","3","484.53"
13734,"2010-07-19","6","3451.29"
13735,"2010-11-28","14","6706.63"
13736,"2010-10-10","9","1991.01"
13738,"2010-11-08","1","440.93"
13739,"2010-06-30","1","75.30"
13740,"2010-10-20","4","1247.02"
13745,"2010-06-16","2","469.73"
13746,"2010-10-22","1","176.69"
13747,"2010-12-01","2","169.80"
13748,"2010-12-01","5","1320.10"
13749,"2010-01-07","1","-10.25"
13750,"2010-11-30","8","1916.34"
13752,"2010-06-30","1","404.45"
13753,"2010-04-20","3","1353.31"
13754,"2010-09-28","1","164.45"
13756,"2010-12-07","11","4002.08"
13757,"2010-02-03","1","195.55"
13758,"2010-12-08","14","6072.59"
13760,"2010-10-31","4","1071.85"
13761,"2010-07-25","4","881.52"
13762,"2010-04-25","4","2165.76"
13763,"2010-11-16","3","3492.53"
13764,"2010-05-19","3","1431.50"
13765,"2010-02-24","1","352.82"
13766,"2010-08-01","1","190.35"
13767,"2010-12-05","48","18169.97"
13768,"2010-05-25","8","758.07"
13769,"2010-12-07","14","2994.76"
13770,"2010-10-13","4","785.37"
13771,"2010-06-24","5","3094.37"
13772,"2010-11-09","6","1962.59"
13773,"2010-11-08","2","301.54"
13775,"2010-04-28","1","1049.66"
13776,"2010-10-07","8","-340.17"
13777,"2010-12-09","42","30268.22"
13778,"2010-08-05","4","937.84"
13779,"2010-07-12","1","161.13"
13780,"2010-10-28","1","375.81"
13781,"2010-04-26","3","643.04"
13782,"2010-09-12","8","873.77"
13783,"2010-08-09","4","1542.09"
13784,"2010-10-01","4","434.39"
13785,"2010-10-07","4","542.49"
13786,"2010-12-07","8","2506.01"
13787,"2010-09-09","7","864.66"
13788,"2010-07-22","1","3.75"
13789,"2010-11-16","1","239.46"
13792,"2010-10-13","1","188.40"
13793,"2010-03-03","1","96.00"
13794,"2010-06-11","1","126.03"
13795,"2010-11-16","4","836.30"
13796,"2010-07-28","1","289.70"
13797,"2010-09-29","4","1168.45"
13798,"2010-12-02","63","37222.05"
13799,"2010-09-28","11","1350.96"
13800,"2010-10-05","2","1121.24"
13802,"2010-11-30","18","21585.29"
13803,"2010-10-04","3","1042.04"
13804,"2010-09-30","2","572.73"
13807,"2010-12-07","4","397.30"
13809,"2010-11-10","2","524.65"
13813,"2010-07-06","7","1333.01"
13814,"2010-07-14","2","676.95"
13815,"2010-11-08","5","3270.88"
13818,"2010-10-06","1","61.28"
13819,"2010-02-08","4","1490.75"
13820,"2010-10-17","5","640.40"
13821,"2010-11-12","5","1001.39"
13823,"2010-11-25","6","2400.89"
13824,"2010-11-25","9","1574.42"
13825,"2010-03-28","2","255.59"
13829,"2010-10-14","1","102.00"
13830,"2010-05-14","2","135.95"
13831,"2010-12-05","15","4806.19"
13832,"2010-10-13","1","561.49"
13833,"2010-10-31","1","316.56"
13834,"2010-05-12","3","247.89"
13835,"2010-07-08","4","210.25"
13836,"2010-11-05","3","602.52"
13838,"2010-12-05","7","1274.36"
13839,"2010-08-10","1","139.95"
13840,"2010-10-19","1","651.40"
13842,"2010-12-08","11","2219.34"
13843,"2010-11-23","1","319.75"
13846,"2010-11-05","1","442.73"
13847,"2009-12-20","1","310.72"
13848,"2010-12-08","6","2080.00"
13849,"2010-11-07","4","1905.85"
13851,"2010-11-25","6","1865.30"
13852,"2010-04-12","2","170.45"
13854,"2010-12-09","17","4133.19"
13855,"2010-07-27","5","1253.94"
13856,"2010-09-02","10","695.48"
13857,"2010-11-11","7","997.11"
13859,"2010-06-28","1","314.70"
13861,"2010-10-06","3","251.31"
13862,"2010-11-15","1","346.73"
13863,"2010-09-17","4","918.07"
13864,"2010-11-18","1","662.40"
13869,"2010-11-23","6","5006.62"
13870,"2010-11-24","8","2938.59"
13871,"2010-10-11","7","1415.15"
13872,"2010-07-14","6","891.32"
13873,"2010-11-21","5","649.32"
13874,"2010-07-23","9","1448.75"
13875,"2010-11-17","9","3027.58"
13877,"2010-09-01","4","329.09"
13878,"2010-06-10","3","1191.53"
13879,"2010-03-04","1","395.50"
13880,"2010-12-07","5","1171.89"
13881,"2010-11-29","29","27402.98"
13883,"2010-11-24","17","3803.99"
13884,"2010-11-28","8","1071.08"
13888,"2010-10-31","5","1563.42"
13889,"2010-11-22","7","1438.83"
13890,"2010-11-30","8","997.87"
13891,"2010-11-26","3","863.56"
13892,"2010-08-19","2","634.68"
13895,"2010-07-21","3","1335.50"
13896,"2010-03-24","1","388.55"
13897,"2010-09-27","2","849.56"
13898,"2010-10-24","1","530.47"
13900,"2010-11-24","4","867.14"
13901,"2010-11-30","15","2732.14"
13902,"2010-03-17","8","30411.26"
13903,"2010-11-04","1","165.45"
13905,"2010-05-17","3","244.45"
13906,"2010-10-26","1","42.00"
13907,"2010-01-17","1","136.80"
13909,"2010-10-12","2","286.60"
13910,"2010-09-22","1","-127.66"
13911,"2010-11-25","13","1619.13"
13912,"2010-10-12","1","124.95"
13913,"2010-07-21","1","42.22"
13915,"2010-11-10","2","31.20"
13916,"2010-09-02","5","1260.51"
13919,"2010-10-11","2","975.87"
13920,"2010-10-04","5","1734.88"
13921,"2010-11-05","5","720.75"
13922,"2010-10-18","4","652.45"
13927,"2010-10-22","2","340.97"
13929,"2010-10-19","11","2515.25"
13931,"2010-11-12","9","4019.85"
13935,"2010-04-22","3","6116.92"
13936,"2010-11-22","2","563.08"
13937,"2010-11-08","2","708.53"
13939,"2010-10-07","6","976.91"
13941,"2010-12-03","12","5933.74"
13942,"2010-06-23","1","320.00"
13943,"2010-05-11","1","246.54"
13944,"2010-02-24","1","200.43"
13945,"2010-11-10","2","854.15"
13946,"2010-11-28","4","1183.86"
13948,"2010-10-24","4","434.86"
13952,"2010-11-30","14","9544.80"
13953,"2010-10-26","5","3125.00"
13955,"2010-11-29","1","222.21"
13957,"2010-10-18","3","458.25"
13958,"2010-12-02","12","4504.78"
13959,"2010-11-05","3","477.98"
13961,"2010-11-19","2","498.70"
13962,"2010-09-30","1","193.25"
13963,"2010-12-07","15","2235.08"
13964,"2010-11-17","3","421.90"
13965,"2010-09-10","5","777.66"
13966,"2010-09-30","1","390.86"
13967,"2010-11-08","1","85.60"
13968,"2010-10-12","1","123.66"
13969,"2010-12-09","20","4226.08"
13970,"2010-11-18","2","846.55"
13971,"2010-10-18","7","1891.61"
13974,"2010-05-11","3","249.93"
13975,"2010-11-11","7","2824.06"
13976,"2010-07-21","3","834.38"
13977,"2010-10-24","1","519.81"
13979,"2010-11-11","10","2456.96"
13980,"2010-09-28","8","552.98"
13981,"2010-11-04","2","327.39"
13982,"2010-12-09","9","2557.68"
13983,"2010-12-08","18","4402.95"
13984,"2010-12-08","8","1128.09"
13985,"2010-11-30","8","2957.78"
13987,"2010-11-25","2","682.54"
13988,"2010-11-21","2","609.84"
13989,"2010-09-01","3","759.98"
13992,"2010-11-24","2","142.70"
13993,"2010-11-25","12","3280.70"
13995,"2010-11-25","12","2452.77"
13996,"2010-11-18","2","895.76"
13997,"2010-07-08","3","382.31"
13998,"2010-09-19","3","566.70"
13999,"2010-11-30","21","5572.75"
14000,"2010-10-21","6","1243.88"
14001,"2010-12-01","7","2487.01"
14003,"2009-12-07","1","209.41"
14004,"2010-11-11","4","1675.81"
14006,"2010-06-29","4","1234.48"
14007,"2010-07-15","1","79.48"
14008,"2010-11-29","2","493.74"
14009,"2010-09-03","1","404.30"
14010,"2010-05-23","3","288.10"
14011,"2010-08-16","3","451.92"
14013,"2010-11-24","3","533.20"
14014,"2010-11-28","2","1443.03"
14016,"2010-11-08","8","7051.25"
14017,"2010-05-17","1","229.75"
14018,"2010-03-04","1","367.15"
14020,"2010-08-20","3","570.46"
14021,"2010-11-30","4","1084.68"
14022,"2010-08-10","1","352.15"
14024,"2010-11-14","1","318.04"
14025,"2010-09-01","10","3969.10"
14026,"2010-08-26","2","713.11"
14028,"2010-07-29","5","3175.50"
14030,"2010-12-08","16","5785.50"
14031,"2010-12-09","35","23391.33"
14032,"2010-12-08","8","1856.23"
14033,"2010-06-02","1","109.44"
14035,"2010-10-29","6","1424.45"
14037,"2010-08-18","5","608.75"
14038,"2010-11-16","4","1446.45"
14039,"2010-05-13","1","115.08"
14040,"2010-11-18","27","8915.65"
14042,"2009-12-14","1","431.98"
14043,"2010-08-05","3","301.30"
14044,"2010-10-17","7","2453.33"
14045,"2010-12-01","16","8000.88"
14047,"2010-12-09","14","2868.72"
14048,"2010-11-22","2","338.76"
14049,"2010-11-17","12","7424.88"
14051,"2010-12-08","17","6627.16"
14052,"2010-11-14","1","255.45"
14053,"2010-11-07","2","312.05"
14055,"2010-05-11","2","795.32"
14057,"2010-11-23","5","2190.88"
14058,"2010-09-03","2","469.19"
14060,"2010-12-08","14","3367.76"
14061,"2010-07-20","3","917.43"
14062,"2010-11-30","15","14969.98"
14063,"2010-10-05","13","-3767.20"
14064,"2010-10-05","14","1851.43"
14065,"2010-11-15","4","889.37"
14068,"2010-04-22","4","1239.12"
14069,"2010-07-13","2","230.06"
14070,"2010-01-24","1","326.55"
14072,"2010-02-11","1","390.85"
14074,"2010-03-26","1","219.40"
14075,"2010-11-01","3","792.61"
14077,"2010-11-09","1","115.66"
14078,"2010-12-01","4","643.26"
14079,"2010-01-26","1","243.63"
14080,"2010-10-22","5","1030.13"
14081,"2010-12-05","13","4345.38"
14082,"2010-11-12","1","231.11"
14083,"2010-12-03","3","388.83"
14084,"2010-07-15","1","150.50"
14085,"2010-12-06","16","5656.43"
14086,"2010-09-03","1","39.95"
14087,"2010-10-31","3","621.80"
14088,"2010-11-17","6","11984.53"
14091,"2010-02-23","2","9530.08"
14092,"2010-12-02","11","3146.64"
14094,"2010-09-26","2","334.27"
14095,"2009-12-17","1","2.95"
14097,"2010-08-15","2","422.86"
14099,"2010-11-29","10","2607.54"
14101,"2010-11-16","8","3965.34"
14103,"2010-02-12","1","0.00"
14104,"2010-11-15","3","555.37"
14105,"2010-11-10","7","4443.65"
14106,"2009-12-02","1","214.80"
14107,"2010-09-28","5","2165.22"
14108,"2009-12-08","2","447.05"
14110,"2010-09-30","22","7287.95"
14112,"2010-09-14","15","2750.34"
14113,"2010-11-29","23","4778.83"
14114,"2010-11-09","5","977.56"
14115,"2010-07-26","2","622.67"
14118,"2010-10-07","1","458.45"
14119,"2010-11-29","2","183.37"
14120,"2010-10-05","1","-23.80"
14122,"2010-11-10","5","309.77"
14123,"2009-12-06","1","436.18"
14126,"2010-09-21","1","466.33"
14127,"2010-11-24","3","1190.37"
14128,"2010-06-14","2","271.86"
14129,"2010-11-05","4","1467.48"
14130,"2010-11-29","3","1398.81"
14131,"2010-03-01","1","187.87"
14133,"2009-12-06","1","305.50"
14134,"2010-11-22","15","11123.35"
14135,"2010-12-07","12","4914.74"
14136,"2010-11-04","7","1553.96"
14137,"2010-01-27","2","294.10"
14139,"2010-08-06","3","670.98"
14142,"2010-12-01","4","655.94"
14144,"2010-08-10","1","30.60"
14145,"2010-09-06","3","3857.85"
14146,"2010-11-21","7","5259.30"
14147,"2010-11-16","9","1550.90"
14148,"2010-10-21","1","309.09"
14151,"2010-02-04","3","666.70"
14152,"2010-11-17","6","1364.35"
14153,"2010-08-13","1","233.40"
14154,"2010-11-23","8","4917.98"
14156,"2010-12-03","138","183180.55"
14157,"2010-11-15","3","569.90"
14159,"2010-11-25","11","2893.58"
14160,"2010-04-08","7","8421.47"
14161,"2010-12-05","5","2208.36"
14163,"2010-09-03","1","148.71"
14166,"2010-07-22","2","256.85"
14167,"2010-09-01","4","721.65"
14168,"2010-10-15","3","305.90"
14169,"2010-10-05","2","624.43"
14170,"2010-11-29","3","597.33"
14171,"2009-12-09","1","135.00"
14172,"2010-04-13","4","389.97"
14173,"2010-03-08","3","116.11"
14175,"2010-11-24","10","4242.38"
14176,"2010-12-07","2","339.11"
14177,"2010-11-23","9","1669.93"
14180,"2010-12-02","12","1469.98"
14181,"2010-10-25","2","310.55"
14182,"2010-09-22","5","660.07"
14183,"2010-10-24","2","286.29"
14186,"2010-10-08","5","1550.63"
14187,"2010-08-23","1","123.50"
14189,"2010-12-06","2","1160.31"
14190,"2010-02-11","1","79.90"
14191,"2010-11-10","3","53.40"
14192,"2010-11-16","1","293.74"
14193,"2010-11-08","1","356.80"
14194,"2010-11-12","22","7226.12"
14195,"2010-09-30","7","1418.54"
14197,"2010-10-25","1","390.05"
14198,"2010-11-04","6","864.08"
14199,"2010-11-04","5","731.10"
14200,"2010-04-01","1","379.20"
14201,"2010-10-26","3","446.10"
14202,"2010-11-23","3","847.76"
14203,"2010-11-07","1","339.34"
14204,"2010-10-13","3","901.93"
14205,"2010-12-09","9","1689.60"
14206,"2010-11-24","3","836.95"
14207,"2010-01-21","1","157.80"
14208,"2010-06-06","1","415.31"
14209,"2010-11-19","12","2870.24"
14210,"2010-12-03","15","3913.43"
14211,"2010-10-24","13","2093.39"
14212,"2010-09-20","1","1119.66"
14213,"2010-12-03","2","0.00"
14215,"2010-12-06","4","1626.61"
14216,"2010-10-26","2","303.09"
14217,"2010-12-09","11","1281.51"
14219,"2010-10-26","2","543.89"
14220,"2010-05-21","2","882.60"
14221,"2010-09-16","9","3078.74"
14224,"2010-11-14","5","847.78"
14225,"2010-10-01","5","2015.12"
14226,"2010-09-30","2","766.14"
14227,"2010-10-21","7","3011.60"
14228,"2010-09-28","3","745.50"
14229,"2010-11-01","6","1018.39"
14230,"2010-09-30","3","979.80"
14231,"2010-09-15","1","309.91"
14233,"2010-11-30","5","1319.45"
14235,"2010-07-29","4","1573.13"
14236,"2010-12-02","6","1241.88"
14237,"2010-12-01","3","466.04"
14238,"2010-02-15","2","287.38"
14239,"2010-10-04","11","1880.22"
14240,"2010-10-12","1","357.15"
14241,"2010-01-12","1","120.00"
14243,"2010-12-09","10","4829.48"
14244,"2010-02-18","2","354.82"
14247,"2010-10-31","5","632.94"
14248,"2010-09-06","2","730.37"
14249,"2010-10-25","12","5625.46"
14252,"2010-11-23","1","350.99"
14253,"2010-08-03","2","363.40"
14254,"2010-10-03","1","601.03"
14255,"2010-06-11","4","-1441.60"
14256,"2010-08-05","6","1462.28"
14257,"2010-11-24","4","2854.73"
14258,"2010-11-16","22","18377.27"
14260,"2010-08-25","3","824.28"
14263,"2010-10-12","1","322.93"
14264,"2010-12-02","6","1141.89"
14265,"2010-09-01","2","843.17"
14266,"2010-10-07","1","40.56"
14267,"2010-01-07","2","-19.90"
14268,"2010-08-26","1","354.85"
14269,"2010-09-30","2","261.68"
14271,"2010-10-26","1","106.81"
14272,"2010-05-26","2","482.85"
14274,"2010-01-22","1","256.60"
14275,"2010-11-09","6","1189.38"
14276,"2010-11-04","8","909.93"
14277,"2010-10-24","10","367.47"
14278,"2010-10-26","1","205.83"
14279,"2010-07-07","2","191.86"
14281,"2010-10-27","1","245.15"
14282,"2010-12-07","12","4115.32"
14283,"2010-09-02","4","628.44"
14284,"2010-02-24","1","704.40"
14285,"2010-07-14","5","1248.63"
14286,"2010-11-05","7","3800.89"
14290,"2010-10-22","8","1901.48"
14291,"2010-11-24","13","3971.10"
14292,"2010-11-02","13","4068.57"
14293,"2010-12-06","7","2127.77"
14294,"2010-10-28","1","375.34"
14295,"2010-09-27","6","2161.36"
14296,"2010-10-22","3","448.45"
14298,"2010-11-29","39","39626.87"
14299,"2010-12-09","25","9972.42"
14301,"2010-10-26","5","1324.19"
14302,"2010-10-05","3","742.90"
14303,"2010-10-28","2","277.94"
14304,"2010-11-25","3","1326.71"
14306,"2010-11-26","4","1058.08"
14307,"2010-12-01","6","2067.36"
14308,"2010-06-08","5","-849.45"
14309,"2010-10-22","2","1428.28"
14310,"2010-10-03","1","492.10"
14311,"2010-05-21","1","206.19"
14312,"2010-11-26","5","1478.70"
14313,"2010-03-25","1","-302.31"
14314,"2010-10-22","2","101.90"
14315,"2010-06-24","3","711.74"
14316,"2010-10-13","6","1355.34"
14318,"2010-09-05","1","158.02"
14319,"2010-10-11","2","476.95"
14320,"2010-06-11","4","861.01"
14321,"2010-10-07","3","667.83"
14322,"2010-10-08","6","384.30"
14324,"2010-10-26","2","701.61"
14325,"2010-05-19","1","245.48"
14326,"2010-09-02","2","757.13"
14327,"2010-11-22","5","1583.28"
14328,"2010-10-05","3","-445.06"
14329,"2010-11-29","14","4806.78"
14330,"2010-03-26","1","200.63"
14332,"2010-11-23","2","1077.20"
14334,"2010-10-10","5","1753.52"
14337,"2009-12-08","1","-658.63"
14338,"2010-06-21","1","339.88"
14339,"2010-10-07","1","310.75"
14341,"2010-10-15","11","2277.09"
14342,"2010-10-03","3","235.03"
14343,"2010-10-14","4","1088.91"
14344,"2010-12-07","14","2443.77"
14346,"2010-10-10","3","1294.17"
14347,"2009-12-03","1","82.60"
14350,"2010-11-24","2","689.10"
14353,"2010-10-25","2","285.90"
14355,"2010-12-09","3","840.05"
14358,"2010-11-15","3","384.30"
14361,"2010-05-10","1","214.71"
14363,"2010-11-02","2","227.47"
14365,"2010-11-10","2","634.68"
14366,"2010-07-02","1","136.00"
14369,"2010-03-07","2","469.13"
14370,"2010-09-15","9","1092.13"
14372,"2010-09-22","3","830.18"
14374,"2010-06-16","1","108.00"
14375,"2010-09-15","2","875.31"
14376,"2010-01-25","1","215.46"
14378,"2010-03-28","1","131.25"
14379,"2010-11-11","2","920.81"
14380,"2010-04-15","2","-99.73"
14381,"2010-09-14","1","428.66"
14382,"2010-11-14","2","614.78"
14384,"2010-07-27","1","58.50"
14388,"2010-12-08","12","3417.26"
14389,"2010-10-11","6","821.35"
14390,"2010-12-02","7","1730.86"
14391,"2010-05-12","1","135.60"
14392,"2010-10-03","1","266.40"
14394,"2010-05-24","1","93.80"
14395,"2010-12-02","13","4688.90"
14396,"2010-12-03","6","1633.94"
14398,"2010-11-03","2","707.79"
14399,"2010-11-10","9","2098.16"
14400,"2010-11-04","3","1143.30"
14401,"2010-10-11","11","2663.42"
14402,"2010-02-25","1","285.60"
14403,"2010-05-05","4","396.45"
14404,"2010-12-05","9","1365.39"
14405,"2010-11-18","1","195.00"
14408,"2010-08-25","4","1503.24"
14409,"2010-12-06","6","1545.44"
14410,"2010-11-28","2","1546.07"
14412,"2010-10-11","1","656.16"
14413,"2010-10-25","3","647.67"
14414,"2010-11-30","1","902.35"
14415,"2010-11-25","14","6103.57"
14417,"2010-11-17","1","604.20"
14419,"2010-11-22","1","202.85"
14420,"2010-11-08","5","1241.85"
14421,"2010-07-15","5","1643.51"
14422,"2010-11-30","15","5937.28"
14423,"2010-10-11","3","649.76"
14425,"2010-10-08","5","635.89"
14426,"2010-11-11","11","7185.07"
14427,"2010-08-02","2","900.18"
14429,"2010-11-01","1","516.28"
14430,"2010-07-16","5","956.40"
14431,"2010-11-25","3","2143.84"
14433,"2010-08-31","1","289.60"
14435,"2010-07-26","1","90.42"
14436,"2010-06-04","1","182.64"
14437,"2010-12-09","6","873.34"
14439,"2010-09-22","4","6781.80"
14440,"2010-12-09","11","4169.15"
14441,"2010-12-09","10","2816.45"
14442,"2010-10-21","7","3727.40"
14443,"2010-12-06","4","950.70"
14444,"2010-09-09","1","132.04"
14445,"2010-09-10","1","221.65"
14446,"2010-11-18","1","201.73"
14447,"2010-11-04","1","548.50"
14449,"2010-12-02","5","1575.70"
14450,"2010-11-25","4","645.19"
14451,"2010-11-15","16","2603.00"
